"","date","city_name","province_level_region","city_type","latitude","longitude","temperature_2m_mean_c","temperature_2m_min_c","temperature_2m_max_c","apparent_temperature_max_c","precipitation_sum_mm","rain_sum_mm","wind_speed_10m_max_kmh","shortwave_radiation_sum_mj_m2","pm2_5_mean_ug_m3","pm10_mean_ug_m3","nitrogen_dioxide_mean_ug_m3","ozone_mean_ug_m3","us_aqi_daily_max","european_aqi_daily_max"
"985","2025-09-11","Shanghai","Shanghai","Municipality",31.2304,121.4737,26.7,23.1,30.1,34.5,0.8,0.8,9.1,20.95,29.108,33.6,59.829,76.042,111,65
"986","2025-09-12","Shanghai","Shanghai","Municipality",31.2304,121.4737,28.7,24.8,34.3,40.4,1.3,1.3,9.2,18.51,42.633,43.883,69.117,72.875,115,73
"987","2025-09-13","Shanghai","Shanghai","Municipality",31.2304,121.4737,27.8,25.6,31.8,38.1,20.2,20.2,9.2,15.11,76.504,76.587,110.671,23.75,165,101
"988","2025-09-14","Shanghai","Shanghai","Municipality",31.2304,121.4737,27.1,25,32.5,38.8,26.7,26.7,9.6,14.77,84.333,84.429,123.492,36.125,172,110
"989","2025-09-15","Shanghai","Shanghai","Municipality",31.2304,121.4737,28.8,24.9,32.8,40.7,3.7,3.7,10.3,19.31,82.017,82.504,91.271,80.167,185,117
"990","2025-09-16","Shanghai","Shanghai","Municipality",31.2304,121.4737,30.4,26.9,34.6,41.1,0.2,0.2,9.8,20.7,32.492,33.188,56.817,43.25,169,106
"991","2025-09-17","Shanghai","Shanghai","Municipality",31.2304,121.4737,28.9,25.8,34.7,40.9,9.4,9.4,13,15.51,31.017,31.721,64.221,30.875,98,68
"992","2025-09-18","Shanghai","Shanghai","Municipality",31.2304,121.4737,26.2,24,28.9,31.8,1.1,1.1,15.4,14.09,15.146,19.454,29.463,77.042,92,65
"993","2025-09-19","Shanghai","Shanghai","Municipality",31.2304,121.4737,27,24.1,29.7,33.2,0.6,0.6,12.5,12.51,22.388,26.333,30.475,80.417,75,62
"994","2025-09-20","Shanghai","Shanghai","Municipality",31.2304,121.4737,24.4,23.3,26.6,31.7,4.8,4.8,12.8,9.23,24.104,25.921,54.896,33.375,88,63
"995","2025-09-21","Shanghai","Shanghai","Municipality",31.2304,121.4737,25.1,23.4,28.5,30,0,0,15.2,15.76,17.142,20.833,32.271,87.833,78,56
"996","2025-09-22","Shanghai","Shanghai","Municipality",31.2304,121.4737,26.5,22.7,30.2,32.9,0,0,11.4,15.2,16.371,19.329,46.079,65.667,65,61
"997","2025-09-23","Shanghai","Shanghai","Municipality",31.2304,121.4737,27.8,25.3,31.1,34.5,4.4,4.4,16.3,15.92,16.804,19.642,27.954,68.375,66,54
"998","2025-09-24","Shanghai","Shanghai","Municipality",31.2304,121.4737,28,26.2,30.1,34.4,0.5,0.5,13.3,6.75,17.329,19.558,36.038,9,67,36
"999","2025-09-25","Shanghai","Shanghai","Municipality",31.2304,121.4737,29.4,26.3,34.1,38.8,0.8,0.8,10.6,17.95,23.471,26.404,38.133,16.833,76,51
"1000","2025-09-26","Shanghai","Shanghai","Municipality",31.2304,121.4737,29.4,25.6,34.8,40,1.3,1.3,8.5,18.58,41.608,44.783,50.812,27.75,112,72
"1001","2025-09-27","Shanghai","Shanghai","Municipality",31.2304,121.4737,28.9,25.3,33.8,38.5,1.2,1.2,9.8,17.58,45.938,49.996,52.871,35,135,80
"1002","2025-09-28","Shanghai","Shanghai","Municipality",31.2304,121.4737,28.4,25.4,34.6,39.8,7.5,7.5,9.4,15.82,46.896,49.358,72.958,16.042,139,81
"1003","2025-09-29","Shanghai","Shanghai","Municipality",31.2304,121.4737,25.9,24.2,29,32.9,1.9,1.9,10.5,12.69,27.408,30.371,45.017,64.833,128,78
"1004","2025-09-30","Shanghai","Shanghai","Municipality",31.2304,121.4737,24.1,22.9,26.7,29.8,17.1,17.1,14.5,8.79,40.846,43.867,78.354,25.042,111,72
"1005","2025-10-01","Shanghai","Shanghai","Municipality",31.2304,121.4737,24.3,21.2,26.9,30.7,1.5,1.5,7.6,12.63,48.821,54.321,70.542,53.958,141,82
"1006","2025-10-02","Shanghai","Shanghai","Municipality",31.2304,121.4737,27.4,23.6,31.3,34.7,1.4,1.4,16.8,14.46,24.429,25.5,37.975,89.667,133,79
"1007","2025-10-03","Shanghai","Shanghai","Municipality",31.2304,121.4737,28,24.8,30.6,35.8,0.4,0.4,11.7,12.09,64.804,65.079,92.533,16.333,155,90
"1008","2025-10-04","Shanghai","Shanghai","Municipality",31.2304,121.4737,26,23.4,29.9,34.9,0.6,0.6,8.5,13.51,46.375,47.167,65.029,41.125,166,102
"1009","2025-10-05","Shanghai","Shanghai","Municipality",31.2304,121.4737,28.9,24.7,32.9,39.3,0.8,0.8,6.7,17.05,37.446,39.358,54.621,23.917,127,77
"1010","2025-10-06","Shanghai","Shanghai","Municipality",31.2304,121.4737,30.8,26.3,36.2,40,0.6,0.6,7.9,17.56,54.2,55.029,74.125,23.708,142,82
"1011","2025-10-07","Shanghai","Shanghai","Municipality",31.2304,121.4737,28,24.8,32.2,36.4,0,0,11.5,17.01,46.725,47.533,63.529,57.125,162,98
"1012","2025-10-08","Shanghai","Shanghai","Municipality",31.2304,121.4737,25.8,23.7,29.3,31.2,0,0,12.9,14.69,18.704,21.271,39.708,65.625,128,77
"1013","2025-10-09","Shanghai","Shanghai","Municipality",31.2304,121.4737,25.8,22.2,29.7,31.5,0,0,10.4,18.09,16.575,19.692,37.696,67.708,68,55
"1014","2025-10-10","Shanghai","Shanghai","Municipality",31.2304,121.4737,27.3,23.9,32.9,36.7,0,0,11.7,17.6,23.292,27.262,28.262,82.083,76,61
"1015","2025-10-11","Shanghai","Shanghai","Municipality",31.2304,121.4737,28,23.3,34.2,38.4,0,0,11.7,17.87,46.188,50.054,65.333,58.917,122,75
"1016","2025-10-12","Shanghai","Shanghai","Municipality",31.2304,121.4737,27.7,24.6,33.1,37.1,0,0,11.4,16.19,44.213,47.033,62.167,53.708,153,88
"1017","2025-10-13","Shanghai","Shanghai","Municipality",31.2304,121.4737,26.8,24.4,31.4,36.2,3.1,3.1,10.8,12.97,49.488,50.146,82.392,19.417,133,79
"1018","2025-10-14","Shanghai","Shanghai","Municipality",31.2304,121.4737,23.6,21.8,25.5,28.6,0.2,0.2,12.7,8.27,30.729,32.396,65.579,15.125,148,84
"1019","2025-10-15","Shanghai","Shanghai","Municipality",31.2304,121.4737,25.8,22.7,30.1,34.4,9,9,9,12.96,38.404,40.021,67.188,37.375,101,69
"1020","2025-10-16","Shanghai","Shanghai","Municipality",31.2304,121.4737,24,22.8,27,30.3,3.2,3.2,14.8,11.78,29.958,31.625,55.637,38.583,142,82
"1021","2025-10-17","Shanghai","Shanghai","Municipality",31.2304,121.4737,25,22.2,28.1,32,0.5,0.5,8.5,13,26.558,30.096,56.792,50.083,90,64
"1022","2025-10-18","Shanghai","Shanghai","Municipality",31.2304,121.4737,21.8,19.5,24.2,28.9,14.7,14.7,23.2,6.98,20.65,22.913,49.258,37.958,94,66
"1023","2025-10-19","Shanghai","Shanghai","Municipality",31.2304,121.4737,19.6,17.6,21.8,20.3,0.7,0.7,17.4,8.86,13.283,16.392,30.1,55.583,72,43
"1024","2025-10-20","Shanghai","Shanghai","Municipality",31.2304,121.4737,17.5,16.5,18.6,16.6,0.2,0.2,20.9,5.78,12.671,15.55,23.558,65.625,58,31
"1025","2025-10-21","Shanghai","Shanghai","Municipality",31.2304,121.4737,16.9,16.5,18.1,15.5,0.2,0.2,23.5,5.17,11.717,14.679,25.1,65.958,57,31
"1026","2025-10-22","Shanghai","Shanghai","Municipality",31.2304,121.4737,16.9,15.2,19.1,16.1,0,0,19.7,8.44,14.038,17.017,34.312,60.208,59,31
"1027","2025-10-23","Shanghai","Shanghai","Municipality",31.2304,121.4737,16.7,14.3,19.5,16.8,0,0,17.6,11.13,19.579,21.904,53.629,45.333,70,39
"1028","2025-10-24","Shanghai","Shanghai","Municipality",31.2304,121.4737,17.6,14.9,21.1,19.3,0,0,15.8,15.27,17.004,19.796,41.596,61.292,70,42
"1029","2025-10-25","Shanghai","Shanghai","Municipality",31.2304,121.4737,17.7,15.8,21,19.8,0,0,13,14.97,21.575,24.7,51.046,52.25,71,51
"1030","2025-10-26","Shanghai","Shanghai","Municipality",31.2304,121.4737,16.5,15,19.1,17.6,0.5,0.5,13.2,8.25,44.75,46.829,79.087,20.042,123,76
"1031","2025-10-27","Shanghai","Shanghai","Municipality",31.2304,121.4737,15.9,13.5,19.1,17.5,0.1,0.1,12.8,12.02,35.388,38.525,55.746,31.083,136,80
"1032","2025-10-28","Shanghai","Shanghai","Municipality",31.2304,121.4737,16,13.2,19.6,17.7,0,0,11.8,15.95,22.85,28.317,52.279,41.958,100,68
"1033","2025-10-29","Shanghai","Shanghai","Municipality",31.2304,121.4737,17.5,13.4,21.6,19.9,0,0,13,13.18,23.712,27.092,60.404,35.542,88,63
"1034","2025-10-30","Shanghai","Shanghai","Municipality",31.2304,121.4737,18.4,16.6,20.4,21,2.9,2.9,11.6,2.88,19.838,22.421,59.242,33.583,78,55
"1035","2025-10-31","Shanghai","Shanghai","Municipality",31.2304,121.4737,18.5,15.6,22,21.3,0.4,0.4,11.7,14.91,35.912,38.5,64.4,28.792,96,67
"1036","2025-11-01","Shanghai","Shanghai","Municipality",31.2304,121.4737,17.6,14.7,21.3,20.9,0.1,0.1,9.2,14.32,111.896,117.692,86.654,13.208,187,126
"1037","2025-11-02","Shanghai","Shanghai","Municipality",31.2304,121.4737,16.8,13.9,21.3,20.1,0,0,13.5,15.32,83.196,90.042,76.387,25.75,215,152
"1038","2025-11-03","Shanghai","Shanghai","Municipality",31.2304,121.4737,14.5,12,18,15.6,0,0,12,12.25,22.125,24.933,54.929,31.625,170,107
"1039","2025-11-04","Shanghai","Shanghai","Municipality",31.2304,121.4737,14.6,11.9,17.1,15.7,0,0,8.7,5.04,31.479,34.121,71.596,15.542,95,66
"1040","2025-11-05","Shanghai","Shanghai","Municipality",31.2304,121.4737,16.8,12.9,20.4,20.4,1,1,12.6,8,24.308,27.638,60.133,31.958,92,65
"1041","2025-11-06","Shanghai","Shanghai","Municipality",31.2304,121.4737,18.3,15.5,22.2,21.3,2.1,2.1,15.5,8.37,24.992,29.738,48.192,50.292,80,60
"1042","2025-11-07","Shanghai","Shanghai","Municipality",31.2304,121.4737,18.1,16.8,19.4,20.7,2.3,2.3,8.5,2.98,36.842,42.212,69.354,31.125,102,69
"1043","2025-11-08","Shanghai","Shanghai","Municipality",31.2304,121.4737,18.9,17.2,21.2,22.8,3.6,3.6,11.3,3.65,44.117,46.571,69.604,17.667,120,75
"1044","2025-11-09","Shanghai","Shanghai","Municipality",31.2304,121.4737,17.4,16,19.4,19,0.4,0.4,13.3,5.15,36.829,39.296,65.196,22.833,134,79
"1045","2025-11-10","Shanghai","Shanghai","Municipality",31.2304,121.4737,15.6,13.9,17.5,15.6,0,0,13.7,13.51,31.004,47.629,47.296,40.458,103,69
"1046","2025-11-11","Shanghai","Shanghai","Municipality",31.2304,121.4737,15.3,13.4,18,15.6,1,1,15.8,11.41,16.213,21.558,44.6,45.333,92,65
"1047","2025-11-12","Shanghai","Shanghai","Municipality",31.2304,121.4737,16.1,14.6,17.6,16.2,0,0,13.5,2.98,17.025,21.058,47.379,26.833,65,34
"1048","2025-11-13","Shanghai","Shanghai","Municipality",31.2304,121.4737,16.1,13.4,19.7,17.3,0,0,14,14.08,27.354,31.304,62.113,28.75,81,60
"1049","2025-11-14","Shanghai","Shanghai","Municipality",31.2304,121.4737,14.9,11.1,19.3,18.2,0,0,8.8,13.86,53.783,65.983,76.346,19.625,145,83
"1050","2025-11-15","Shanghai","Shanghai","Municipality",31.2304,121.4737,15.1,11.1,20,18.8,0,0,8.6,13.74,49.492,61.758,71.096,24,146,83
"1051","2025-11-16","Shanghai","Shanghai","Municipality",31.2304,121.4737,17.5,12,23.4,23.2,0,0,8.8,12.81,52.383,56.537,76.221,22.333,142,82
"1052","2025-11-17","Shanghai","Shanghai","Municipality",31.2304,121.4737,12.8,6.6,16.9,17.6,1.9,1.9,22.5,3.3,25.425,31.304,49.333,28.708,142,82
"1053","2025-11-18","Shanghai","Shanghai","Municipality",31.2304,121.4737,6.5,4.2,9.6,4.1,0,0,14.7,14.04,37.704,43.125,50.313,10.625,106,70
"1054","2025-11-19","Shanghai","Shanghai","Municipality",31.2304,121.4737,6.7,2.7,11.2,6.5,0,0,11.7,13.9,53.879,58.513,63.792,9.5,138,81
"1055","2025-11-20","Shanghai","Shanghai","Municipality",31.2304,121.4737,8.5,2.7,14.4,11.1,0,0,5.8,13.78,105.796,110.679,75.538,6.458,185,123
"1056","2025-11-21","Shanghai","Shanghai","Municipality",31.2304,121.4737,11.2,5.9,17.2,14.1,0,0,7.5,13.57,125.35,129.238,79.925,5.292,199,139
"1057","2025-11-22","Shanghai","Shanghai","Municipality",31.2304,121.4737,10.9,3.6,17.7,15.1,0,0,9.7,13.44,162.979,172.171,92.154,4.667,251,181
"1058","2025-11-23","Shanghai","Shanghai","Municipality",31.2304,121.4737,14.3,8.6,20.7,17.6,0,0,7.4,13.11,102.921,108.45,85.2,19.542,237,170
"1059","2025-11-24","Shanghai","Shanghai","Municipality",31.2304,121.4737,15.6,12.2,20.4,17.1,0,0,14.6,9.09,126.462,129.808,96.363,5.833,206,145
"1060","2025-11-25","Shanghai","Shanghai","Municipality",31.2304,121.4737,11,7.4,13.5,9.7,0,0,18,13.71,48.812,52.846,62.979,14.167,201,141
"1061","2025-11-26","Shanghai","Shanghai","Municipality",31.2304,121.4737,9.3,2,16,12.2,0,0,8.9,13.56,99.354,102.575,80.667,8,181,119
"1062","2025-11-27","Shanghai","Shanghai","Municipality",31.2304,121.4737,10.5,7,13.9,8.4,0,0,18.7,13.43,58.15,65.017,66.679,14.125,181,119
"1063","2025-11-28","Shanghai","Shanghai","Municipality",31.2304,121.4737,8.8,2.1,15.4,11.4,0,0,10.2,13.36,106.329,116.262,74.987,6.333,192,132
"1064","2025-11-29","Shanghai","Shanghai","Municipality",31.2304,121.4737,13.4,7.6,20.8,17,0,0,10.4,13.24,58.646,60.908,69.613,16.25,186,125
"1065","2025-11-30","Shanghai","Shanghai","Municipality",31.2304,121.4737,15,8.7,22.8,19.3,0,0,7.4,12.9,139.779,142.458,96.158,6.917,203,143
"1066","2025-12-01","Shanghai","Shanghai","Municipality",31.2304,121.4737,14,10.1,18.2,15.9,0,0,13.5,12.11,76.754,86.375,63,28.75,241,173
"1067","2025-12-02","Shanghai","Shanghai","Municipality",31.2304,121.4737,12.7,10.8,15.9,12.9,0,0,14.5,9.24,34.133,41.404,54.633,30.333,165,101
"1068","2025-12-03","Shanghai","Shanghai","Municipality",31.2304,121.4737,8,4.4,11.2,8.4,0,0,16.1,12.55,29.242,31.504,52.979,23.25,104,70
"1069","2025-12-04","Shanghai","Shanghai","Municipality",31.2304,121.4737,6.2,0.5,11,7.1,0,0,7.6,12.56,75.779,77.029,78.871,6.583,164,100
"1070","2025-12-05","Shanghai","Shanghai","Municipality",31.2304,121.4737,9.1,5.6,12.6,9.7,0,0,7.3,10.11,88.954,92.85,71.913,13.208,169,106
"1071","2025-12-06","Shanghai","Shanghai","Municipality",31.2304,121.4737,10.8,5.8,17.2,14,0,0,8.2,12.55,151.058,154.246,76.808,4.167,230,164
"1072","2025-12-07","Shanghai","Shanghai","Municipality",31.2304,121.4737,13,7.6,20.1,18.3,0,0,10.4,12.39,150.846,153.158,84.525,6.333,226,161
"1073","2025-12-08","Shanghai","Shanghai","Municipality",31.2304,121.4737,11.8,9.1,15.5,11.7,0,0,14.3,12.19,62.879,68.929,56.958,23.875,237,170
"1074","2025-12-09","Shanghai","Shanghai","Municipality",31.2304,121.4737,10.6,6.3,15.1,12.2,0,0,11.1,12.1,47.042,51.029,61.396,25.917,155,90
"1075","2025-12-10","Shanghai","Shanghai","Municipality",31.2304,121.4737,14.7,10.3,18.7,17,0,0,13,5.25,39.338,42.212,59.779,30.292,129,78
"1076","2025-12-11","Shanghai","Shanghai","Municipality",31.2304,121.4737,13.2,10,17,14.3,0,0,18.2,12.06,80.492,83.996,59.017,20.167,171,108
"1077","2025-12-12","Shanghai","Shanghai","Municipality",31.2304,121.4737,10.7,9.1,13.1,9.5,0,0,16,7.83,24.65,28.062,30.379,53.708,168,104
"1078","2025-12-13","Shanghai","Shanghai","Municipality",31.2304,121.4737,7.8,4.3,9.7,7.1,0.6,0.6,20.8,2.58,42.396,43.629,65.3,8.667,132,79
"1079","2025-12-14","Shanghai","Shanghai","Municipality",31.2304,121.4737,4.4,0.8,8.1,3.6,0,0,15,12.47,89.575,91.192,60.483,13.833,168,104
"1080","2025-12-15","Shanghai","Shanghai","Municipality",31.2304,121.4737,6.2,0,12.4,8.5,0,0,12.5,12.53,141,142.85,77.221,11.458,254,183
"1081","2025-12-16","Shanghai","Shanghai","Municipality",31.2304,121.4737,11.2,6.1,17.3,14,0,0,9.7,10.7,151.233,153.975,76.433,11.417,215,153
"1082","2025-12-17","Shanghai","Shanghai","Municipality",31.2304,121.4737,9.8,6.6,13.9,10.4,0,0,13.2,11.11,103.617,106.996,65.167,20.75,264,192
"1083","2025-12-18","Shanghai","Shanghai","Municipality",31.2304,121.4737,9.7,4.4,15.3,12.2,0,0,11.9,12.12,66.567,71,52.904,32.792,184,123
"1084","2025-12-19","Shanghai","Shanghai","Municipality",31.2304,121.4737,15.4,11.4,21.2,19,0,0,12.2,11.41,44.504,46.412,59.567,38.625,158,93
"1085","2025-12-20","Shanghai","Shanghai","Municipality",31.2304,121.4737,14,10.6,19.5,17.6,0.3,0.3,19.5,9.32,98.408,100.542,63.137,23.542,182,121
"1086","2025-12-21","Shanghai","Shanghai","Municipality",31.2304,121.4737,7.9,5.5,10.5,6.3,2,2,18.7,5.43,21.283,23.563,33.954,38.75,181,119
"1087","2025-12-22","Shanghai","Shanghai","Municipality",31.2304,121.4737,8.3,4,11.4,8.5,0,0,11.4,5.46,43.1,45.917,53.275,23.375,114,73
"1088","2025-12-23","Shanghai","Shanghai","Municipality",31.2304,121.4737,12.3,9.4,17.5,15.5,0,0,13.4,8.49,72.5,75.225,64.583,6.792,165,101
"1089","2025-12-24","Shanghai","Shanghai","Municipality",31.2304,121.4737,8.3,7.2,9.6,6.8,3.7,3.7,12.6,2.81,43.896,46.229,48.925,8.5,162,98
"1090","2025-12-25","Shanghai","Shanghai","Municipality",31.2304,121.4737,6.2,2.8,8.5,4,0,0,19.5,11.06,29.746,32.254,44.208,28.125,122,75
"1091","2025-12-26","Shanghai","Shanghai","Municipality",31.2304,121.4737,3.8,0.5,6.8,3,0,0,10.8,10.25,41.279,42.787,50.263,22.833,105,70
"1092","2025-12-27","Shanghai","Shanghai","Municipality",31.2304,121.4737,6.2,1.5,11.6,8.8,0,0,6.3,11.94,124.008,126.467,65.767,13.375,195,134
"1093","2025-12-28","Shanghai","Shanghai","Municipality",31.2304,121.4737,6.8,0.3,13.8,10.5,0,0,9.1,12.15,175.733,177.854,81.504,4.417,280,204
"1094","2025-12-29","Shanghai","Shanghai","Municipality",31.2304,121.4737,10.2,3.9,17.4,14.3,0,0,10.1,12.21,93.887,95.812,79.008,11.625,250,181
"1095","2025-12-30","Shanghai","Shanghai","Municipality",31.2304,121.4737,9.9,7.9,13.3,9.8,0,0,15.2,10.97,51.842,56.7,41.033,47.75,186,125
"1096","2025-12-31","Shanghai","Shanghai","Municipality",31.2304,121.4737,8.2,6.3,11,6.2,0,0,20.7,7.99,17.862,21.017,22.662,56.25,141,81
"1097","2026-01-01","Shanghai","Shanghai","Municipality",31.2304,121.4737,4.8,3.4,6,1.7,1.8,1.8,15.8,3.29,17.362,18.829,32.55,36.625,67,36
"1098","2026-01-02","Shanghai","Shanghai","Municipality",31.2304,121.4737,1.7,-0.6,3.8,-1.5,0,0,18.4,9.69,36.662,38,45.954,19.583,98,68
"1099","2026-01-03","Shanghai","Shanghai","Municipality",31.2304,121.4737,1.6,-3,6.8,3.2,0,0,8.4,12.95,147.825,149.983,66.358,5.25,210,149
"1100","2026-01-04","Shanghai","Shanghai","Municipality",31.2304,121.4737,4.9,-0.4,10.7,7.8,1.2,1.2,8.8,6.03,142.521,144.75,66.646,6.625,277,202
"1101","2026-01-05","Shanghai","Shanghai","Municipality",31.2304,121.4737,4.8,3,7.2,2.8,1.3,1.3,17.2,7.92,65.413,66.913,69.662,11.708,217,154
"1102","2026-01-06","Shanghai","Shanghai","Municipality",31.2304,121.4737,4,0.6,8.2,3.6,0.2,0.2,15.1,9.27,90.492,93.354,79.9,8.5,174,112
"1103","2026-01-07","Shanghai","Shanghai","Municipality",31.2304,121.4737,4.5,0.1,9.6,5.5,0,0,12.2,12.8,112.708,114.954,71.875,8.708,186,125
"1104","2026-01-08","Shanghai","Shanghai","Municipality",31.2304,121.4737,3.9,-1,8.7,3.9,0,0,12.6,12.3,133.767,139.629,67.829,13.833,218,154
"1105","2026-01-09","Shanghai","Shanghai","Municipality",31.2304,121.4737,5.2,0.1,11.2,6.7,0,0,11.8,12.92,129.825,135.071,85.363,14.875,222,158
"1106","2026-01-10","Shanghai","Shanghai","Municipality",31.2304,121.4737,8.2,4.4,13.1,7.9,0,0,16,13,76.358,78.413,76.692,13.083,204,144
"1107","2026-01-11","Shanghai","Shanghai","Municipality",31.2304,121.4737,3.4,0,6.7,0.7,0,0,15.9,13.56,55.637,57.671,58.838,19.542,165,101
"1108","2026-01-12","Shanghai","Shanghai","Municipality",31.2304,121.4737,6.3,-0.8,13.2,8.5,0,0,11.6,11.65,69.292,72.671,73.5,10.333,162,97
"1109","2026-01-13","Shanghai","Shanghai","Municipality",31.2304,121.4737,9.2,3.2,15.7,12.7,0,0,11.7,13.37,102.075,103.908,90.521,6.5,183,121
"1110","2026-01-14","Shanghai","Shanghai","Municipality",31.2304,121.4737,12.2,6.9,20.3,16.5,0,0,13,13.05,68.942,69.642,74.596,26.542,183,122
"1111","2026-01-15","Shanghai","Shanghai","Municipality",31.2304,121.4737,13.2,8.7,20.2,17.6,0,0,12.9,13.1,102.55,103.871,89.083,20.542,181,119
"1112","2026-01-16","Shanghai","Shanghai","Municipality",31.2304,121.4737,12.5,6.9,20.2,18.2,0,0,8.1,13.32,133.212,137.296,85.217,20.125,206,146
"1113","2026-01-17","Shanghai","Shanghai","Municipality",31.2304,121.4737,10.3,8.1,14.1,11.3,0,0,16.5,10.11,67.346,73.704,49.112,39.958,209,147
"1114","2026-01-18","Shanghai","Shanghai","Municipality",31.2304,121.4737,10.8,6.9,14.4,12.9,0,0,10.9,7.55,41.596,45.996,49.629,35.625,158,94
"1115","2026-01-19","Shanghai","Shanghai","Municipality",31.2304,121.4737,6.8,2.7,10.6,8.9,1.5,1.5,20.3,2.61,21.2,23.304,38.708,35.917,119,75
"1116","2026-01-20","Shanghai","Shanghai","Municipality",31.2304,121.4737,1.7,1.1,2.9,-2.3,1,0,19.6,3.19,14.888,16.642,28.408,43.792,73,45
"1117","2026-01-21","Shanghai","Shanghai","Municipality",31.2304,121.4737,0.1,-2.4,2.1,-3.3,0,0,17,9.51,24.246,26.325,35.663,30.583,79,57
"1118","2026-01-22","Shanghai","Shanghai","Municipality",31.2304,121.4737,0.3,-2.2,3.2,-0.7,0,0,14.6,11.97,56.192,59.329,52.775,18,139,81
"1119","2026-01-23","Shanghai","Shanghai","Municipality",31.2304,121.4737,2.5,-2.2,8.4,4.7,0,0,7.8,14.11,147.975,152.367,81.346,6.167,219,155
"1120","2026-01-24","Shanghai","Shanghai","Municipality",31.2304,121.4737,4.1,0.1,9,5.7,0,0,9.4,14.3,130.558,135.046,75.112,29.042,240,173
"1121","2026-01-25","Shanghai","Shanghai","Municipality",31.2304,121.4737,7.9,3.5,13.5,10.3,0,0,14,7.32,46.088,51.888,41.121,60.125,205,144
"1122","2026-01-26","Shanghai","Shanghai","Municipality",31.2304,121.4737,8.6,5.4,10.7,9.5,8.1,8.1,14.8,1.55,41.338,44.737,51.146,35.792,126,77
"1123","2026-01-27","Shanghai","Shanghai","Municipality",31.2304,121.4737,5.1,3.3,7.2,3.2,0,0,14.4,7.72,38.771,43.675,43.454,37.542,116,74
"1124","2026-01-28","Shanghai","Shanghai","Municipality",31.2304,121.4737,5,3.1,7.2,4.1,0,0,6.9,6.32,50.533,55.383,59.738,24.375,141,82
"1125","2026-01-29","Shanghai","Shanghai","Municipality",31.2304,121.4737,7,4.4,9.6,5.7,0,0,11.9,7.27,35.75,45.188,41.396,49.583,138,80
"1126","2026-01-30","Shanghai","Shanghai","Municipality",31.2304,121.4737,5.4,3.2,7.4,3.6,15.6,15.6,18.6,1.42,26.367,30.658,30.321,57.208,101,69
"1127","2026-01-31","Shanghai","Shanghai","Municipality",31.2304,121.4737,3.6,1.9,5.9,2.4,4,4,12.6,4.57,34.388,37.596,45.992,34.875,92,65
"1128","2026-02-01","Shanghai","Shanghai","Municipality",31.2304,121.4737,3.2,-0.9,7.5,4.4,0,0,7.1,11.29,108.867,113.363,70.362,11.208,184,123
"1129","2026-02-02","Shanghai","Shanghai","Municipality",31.2304,121.4737,4.7,0.8,9.3,5.6,0,0,13.7,13.51,117.017,124.175,65.533,19.5,209,148
"1130","2026-02-03","Shanghai","Shanghai","Municipality",31.2304,121.4737,5,0.7,10,6.9,0,0,11,15.58,72.283,79.65,59.4,28.667,194,134
"1131","2026-02-04","Shanghai","Shanghai","Municipality",31.2304,121.4737,10.4,6.5,16.1,13.9,0,0,9.8,14.14,94.329,97.533,70.733,24.333,175,112
"1132","2026-02-05","Shanghai","Shanghai","Municipality",31.2304,121.4737,10.6,8.2,13.6,12.3,2.7,2.7,8.2,5.25,136.167,138.379,101.221,3.125,222,158
"1133","2026-02-06","Shanghai","Shanghai","Municipality",31.2304,121.4737,5.1,1.5,8.9,6.8,11.9,10.8,18.9,2.15,31.725,35.45,40.242,37.042,211,149
"1134","2026-02-07","Shanghai","Shanghai","Municipality",31.2304,121.4737,1.6,-0.2,3.3,-1.8,0.2,0.2,16.8,7.84,26.367,30.621,38.083,40.333,93,65
"1135","2026-02-08","Shanghai","Shanghai","Municipality",31.2304,121.4737,0.2,-1.9,2.8,-2,0,0,14.9,16.1,45.971,48.671,51.854,28.875,121,75
"1136","2026-02-09","Shanghai","Shanghai","Municipality",31.2304,121.4737,2.3,-3.7,6.6,2.8,0.7,0.7,12.4,15.25,60.904,64.475,50.108,34.917,161,97
"1137","2026-02-10","Shanghai","Shanghai","Municipality",31.2304,121.4737,7.1,5.1,11.1,8.3,2.3,2.3,15.5,10.51,66.654,68.079,63.562,21.958,155,91
"1138","2026-02-11","Shanghai","Shanghai","Municipality",31.2304,121.4737,6.9,2.5,12.3,9.7,0,0,9.7,15.8,108.55,112.029,74.283,16.833,186,125
"1139","2026-02-12","Shanghai","Shanghai","Municipality",31.2304,121.4737,7.8,2.7,14.1,12.2,0,0,10.3,16.68,123.454,135.108,69.496,31.333,211,149
"1140","2026-02-13","Shanghai","Shanghai","Municipality",31.2304,121.4737,11.5,6,18.2,17.2,0,0,10.8,15.47,92.392,99.212,76.033,33.833,199,139
"1141","2026-02-14","Shanghai","Shanghai","Municipality",31.2304,121.4737,15.1,11.8,20.9,20.3,2.2,2.2,9.4,15.6,115.808,118.458,79.925,19.917,191,130
"1142","2026-02-15","Shanghai","Shanghai","Municipality",31.2304,121.4737,12.5,7.8,20.2,20.4,0,0,19.3,15.94,101.717,104.387,75.233,27.875,213,151
"1143","2026-02-16","Shanghai","Shanghai","Municipality",31.2304,121.4737,5.8,4.4,8.8,5.4,9.6,9.6,18.9,3.15,23.108,26.154,30.542,45.083,183,121
