"","date","city_name","province_level_region","city_type","latitude","longitude","temperature_2m_mean_c","temperature_2m_min_c","temperature_2m_max_c","apparent_temperature_max_c","precipitation_sum_mm","rain_sum_mm","wind_speed_10m_max_kmh","shortwave_radiation_sum_mj_m2","pm2_5_mean_ug_m3","pm10_mean_ug_m3","nitrogen_dioxide_mean_ug_m3","ozone_mean_ug_m3","us_aqi_daily_max","european_aqi_daily_max"
"328","2023-11-24","Shanghai","Shanghai","Municipality",31.2304,121.4737,8.4,6,12.3,7.9,0,0,19.4,12.85,19.108,30.525,45.817,20.333,174,111
"329","2023-11-25","Shanghai","Shanghai","Municipality",31.2304,121.4737,10.3,5.8,13.4,9.9,0,0,17.8,7.57,23.838,37.896,45.458,28.75,77,53
"330","2023-11-26","Shanghai","Shanghai","Municipality",31.2304,121.4737,12.4,6.9,17.6,15.7,0,0,11.6,7.88,51.238,77.642,56.738,12.333,131,78
"331","2023-11-27","Shanghai","Shanghai","Municipality",31.2304,121.4737,12.3,8.1,17,13,0,0,19.8,12.97,78.738,115.633,60.383,5.75,171,108
"332","2023-11-28","Shanghai","Shanghai","Municipality",31.2304,121.4737,10.6,6.9,15.3,13.3,0,0,13.7,12.96,78.321,125.383,68.325,8.917,170,107
"333","2023-11-29","Shanghai","Shanghai","Municipality",31.2304,121.4737,13.5,8.8,20.1,17.4,0,0,24.9,12.59,55.925,93.075,58.487,16.375,166,103
"334","2023-11-30","Shanghai","Shanghai","Municipality",31.2304,121.4737,8.2,6.1,11,7,0,0,23,11.17,21.204,35.008,43.692,28.833,150,85
"335","2023-12-01","Shanghai","Shanghai","Municipality",31.2304,121.4737,4.7,1.8,7.8,2.5,0,0,21.3,13.2,42.754,61.342,55.358,12.458,112,72
"336","2023-12-02","Shanghai","Shanghai","Municipality",31.2304,121.4737,5,-0.2,10.8,7.3,0,0,8.8,12.73,110.358,158.967,69.071,5.333,186,125
"337","2023-12-03","Shanghai","Shanghai","Municipality",31.2304,121.4737,6.3,2,11.6,8.1,0,0,9.8,12.61,98.217,145.396,60.292,8.792,194,134
"338","2023-12-04","Shanghai","Shanghai","Municipality",31.2304,121.4737,8.5,3.8,13.6,11.1,0.4,0.4,11.9,4.35,112.504,172.792,59.371,13.792,194,134
"339","2023-12-05","Shanghai","Shanghai","Municipality",31.2304,121.4737,8.6,2.3,16.4,14.1,0,0,15.5,12.49,179.142,257.2,58.021,1.625,248,179
"340","2023-12-06","Shanghai","Shanghai","Municipality",31.2304,121.4737,10.9,6.5,18,12.6,0,0,28.1,11.35,118.738,174.708,70.817,5.208,260,188
"341","2023-12-07","Shanghai","Shanghai","Municipality",31.2304,121.4737,10.3,2.9,18.7,14.9,0,0,17.3,12.51,119.221,178.517,71.421,7.042,216,153
"342","2023-12-08","Shanghai","Shanghai","Municipality",31.2304,121.4737,14,8.4,22.2,19,0,0,16.3,12.57,57.733,85.021,70.425,10.5,196,135
"343","2023-12-09","Shanghai","Shanghai","Municipality",31.2304,121.4737,15.8,12.2,22.7,21.6,0,0,11.9,9.22,107.021,156.325,75.592,6.5,186,125
"344","2023-12-10","Shanghai","Shanghai","Municipality",31.2304,121.4737,16.4,12.3,20.5,20.1,0.1,0.1,15,5.42,64.158,92.788,65.825,5.792,187,126
"345","2023-12-11","Shanghai","Shanghai","Municipality",31.2304,121.4737,11.8,7.2,14.3,15.2,8.7,8.7,27.1,2.85,34.292,49.413,52.075,4.417,156,92
"346","2023-12-12","Shanghai","Shanghai","Municipality",31.2304,121.4737,6.6,4.7,8.8,4.4,4.6,4.6,25.9,7.81,28.358,40.929,53.067,8.542,98,67
"347","2023-12-13","Shanghai","Shanghai","Municipality",31.2304,121.4737,10.3,5,16.1,12.6,0,0,19.2,10.46,45.804,67.004,57.183,6.375,127,77
"348","2023-12-14","Shanghai","Shanghai","Municipality",31.2304,121.4737,16.8,13.1,23.2,23.2,0,0,13.1,10.78,33.521,80.608,60.925,10.167,126,77
"349","2023-12-15","Shanghai","Shanghai","Municipality",31.2304,121.4737,8.6,2.9,14.7,14.7,5.9,5.9,27.9,2.11,29.279,72.158,48.308,1.917,108,87
"350","2023-12-16","Shanghai","Shanghai","Municipality",31.2304,121.4737,0.1,-2.5,2.2,-4.2,0.4,0.3,30.3,8.32,33.012,47.342,49.196,16.042,94,69
"351","2023-12-17","Shanghai","Shanghai","Municipality",31.2304,121.4737,-1.3,-5.3,1.5,-2.9,0,0,19.1,11.93,38.3,54.846,55.421,14.917,111,72
"352","2023-12-18","Shanghai","Shanghai","Municipality",31.2304,121.4737,3.7,0.9,6,3.1,12.2,12.2,14.5,1.21,48.825,71.754,66.229,7.542,141,82
"353","2023-12-19","Shanghai","Shanghai","Municipality",31.2304,121.4737,5.1,2.5,5.9,2.4,4.7,4.7,20.4,1.87,29.104,42.654,58.454,10.583,133,79
"354","2023-12-20","Shanghai","Shanghai","Municipality",31.2304,121.4737,0.9,-2.6,3.5,-2.5,0,0,24.3,12.05,43.217,65.354,54.037,17.833,117,74
"355","2023-12-21","Shanghai","Shanghai","Municipality",31.2304,121.4737,-3.9,-5.9,-1.7,-8.9,0,0,28.9,12.15,36.775,52.579,55.075,16.958,120,75
"356","2023-12-22","Shanghai","Shanghai","Municipality",31.2304,121.4737,-3.8,-6.7,-0.4,-6.5,0,0,20.9,12.42,48.179,68.85,57.267,10.167,129,78
"357","2023-12-23","Shanghai","Shanghai","Municipality",31.2304,121.4737,-1.4,-4.2,2.5,-0.8,0,0,10.5,7.84,82.112,117.329,60.2,2.25,168,104
"358","2023-12-24","Shanghai","Shanghai","Municipality",31.2304,121.4737,-0.4,-4.2,5.7,0.5,0,0,16.6,12.27,114.504,165.35,70.071,5,188,127
"359","2023-12-25","Shanghai","Shanghai","Municipality",31.2304,121.4737,0,-5.1,6.3,2.4,0,0,10.6,12.34,207.242,301.017,85.3,7.083,277,202
"360","2023-12-26","Shanghai","Shanghai","Municipality",31.2304,121.4737,3.5,-2.6,10.7,6.7,0,0,12.7,10.7,142.762,209.771,85.879,7.833,299,219
"361","2023-12-27","Shanghai","Shanghai","Municipality",31.2304,121.4737,7.6,2,15.3,13.6,0,0,10.4,10.24,76.521,119.4,68.858,16.167,217,154
"362","2023-12-28","Shanghai","Shanghai","Municipality",31.2304,121.4737,7.3,3.5,12.8,11.2,0,0,8.9,7.06,119.875,179.454,78.221,3.125,196,136
"363","2023-12-29","Shanghai","Shanghai","Municipality",31.2304,121.4737,7.1,3.7,12.8,11,0,0,11.9,9.44,62.233,95.321,57.883,15.5,196,136
"364","2023-12-30","Shanghai","Shanghai","Municipality",31.2304,121.4737,9.6,6.8,14,12.1,0.9,0.9,14.8,8.27,95.979,140.142,70.271,3.167,177,114
"365","2023-12-31","Shanghai","Shanghai","Municipality",31.2304,121.4737,5.7,2.7,8.3,4.9,0,0,22.9,10.27,80.617,123.783,62.854,18.5,202,142
"366","2024-01-01","Shanghai","Shanghai","Municipality",31.2304,121.4737,4.5,1.9,7.7,4.7,0,0,9.5,9.59,57.271,88.762,52.667,9.417,168,104
"367","2024-01-02","Shanghai","Shanghai","Municipality",31.2304,121.4737,5.5,0.5,11.7,9.7,0.2,0.2,15.1,11.38,62.729,95.546,57.917,8.625,164,100
"368","2024-01-03","Shanghai","Shanghai","Municipality",31.2304,121.4737,4.3,0.8,8.1,3.9,2.2,2.2,21.7,9.98,70.979,104.346,65.183,5.792,157,92
"369","2024-01-04","Shanghai","Shanghai","Municipality",31.2304,121.4737,3.4,-3.1,10.7,7.2,0,0,13.9,11.13,133.671,196.583,87.167,6.5,227,162
"370","2024-01-05","Shanghai","Shanghai","Municipality",31.2304,121.4737,7.1,2.5,14,11.4,0.2,0.2,13.6,11.62,143.129,211,64.087,4.458,212,150
"371","2024-01-06","Shanghai","Shanghai","Municipality",31.2304,121.4737,5.7,1.7,11.1,7.6,0,0,13.3,11.6,129.262,194.121,67.442,8.125,246,177
"372","2024-01-07","Shanghai","Shanghai","Municipality",31.2304,121.4737,3.8,1,7.6,2.8,0,0,16.5,12.51,50.033,78.625,47.113,12,204,143
"373","2024-01-08","Shanghai","Shanghai","Municipality",31.2304,121.4737,5,-0.5,10,6.7,0.2,0.2,11.6,7.57,40.504,62.142,54.171,12.792,136,80
"374","2024-01-09","Shanghai","Shanghai","Municipality",31.2304,121.4737,8.7,3.1,14.6,11.6,0,0,18.4,12.05,104.342,153.504,60.896,2.542,182,121
"375","2024-01-10","Shanghai","Shanghai","Municipality",31.2304,121.4737,4.1,-0.3,6.7,2.6,0,0,25.5,7.41,60.504,91.796,39.838,10.292,189,128
"376","2024-01-11","Shanghai","Shanghai","Municipality",31.2304,121.4737,2.8,-6.1,11.4,7.6,0,0,12,12.99,130.933,192.804,66.242,3.667,206,145
"377","2024-01-12","Shanghai","Shanghai","Municipality",31.2304,121.4737,7.5,0.8,16.5,13.3,0,0,14,12.84,161.896,235.233,76.725,5.042,226,161
"378","2024-01-13","Shanghai","Shanghai","Municipality",31.2304,121.4737,8.3,2.7,15.9,14.2,0,0,15.1,12.68,133.921,199.412,76.888,17.167,274,199
"379","2024-01-14","Shanghai","Shanghai","Municipality",31.2304,121.4737,11.2,6.7,20.5,17.2,0,0,27.6,13.03,56.071,86.767,66.312,21.417,208,147
"380","2024-01-15","Shanghai","Shanghai","Municipality",31.2304,121.4737,4.3,1.3,6.8,2.3,0,0,24.9,9.37,29.346,48.958,36.279,26.458,150,85
"381","2024-01-16","Shanghai","Shanghai","Municipality",31.2304,121.4737,6.2,1,11.2,7,0,0,19.1,7.83,31.654,49.588,48.529,27.125,107,71
"382","2024-01-17","Shanghai","Shanghai","Municipality",31.2304,121.4737,11.6,6.4,18.5,15.9,0,0,20.6,12.66,66.738,100.304,52.279,25.25,155,90
"383","2024-01-18","Shanghai","Shanghai","Municipality",31.2304,121.4737,8,6.9,8.9,7,6.6,6.6,14,3.09,33.692,48.713,41.108,3.25,164,100
"384","2024-01-19","Shanghai","Shanghai","Municipality",31.2304,121.4737,8.6,6.5,10.3,7,9,9,18.1,3.04,32.088,52.329,43.437,22.125,97,67
"385","2024-01-20","Shanghai","Shanghai","Municipality",31.2304,121.4737,5.6,4.3,7.1,3.4,10.6,10.6,26.2,3.96,28.8,41.175,43.817,1.75,98,67
"386","2024-01-21","Shanghai","Shanghai","Municipality",31.2304,121.4737,4.2,2.3,5.3,0.2,0,0,26.6,3.37,20.95,31.8,34.662,15.792,87,63
"387","2024-01-22","Shanghai","Shanghai","Municipality",31.2304,121.4737,-0.8,-3.8,2,-4,0,0,27.1,8.52,14.067,21.679,31.471,29.542,73,44
"388","2024-01-23","Shanghai","Shanghai","Municipality",31.2304,121.4737,-3.3,-6,-0.6,-7.6,0,0,26.9,14.07,28.671,40.925,48.225,19,85,62
"389","2024-01-24","Shanghai","Shanghai","Municipality",31.2304,121.4737,-1.4,-5.2,3.6,-2.3,0,0,19.4,14.3,49.492,70.712,61.204,11.375,130,78
"390","2024-01-25","Shanghai","Shanghai","Municipality",31.2304,121.4737,0.4,-4,6.1,1.5,0,0,13.9,14.13,96.167,138.612,69.167,8.875,174,111
"391","2024-01-26","Shanghai","Shanghai","Municipality",31.2304,121.4737,1.4,-4.2,7.3,3.3,0,0,12.6,12.88,162.092,232.375,89.583,8.208,239,172
"392","2024-01-27","Shanghai","Shanghai","Municipality",31.2304,121.4737,1.7,-4.5,7.4,3,0,0,11.7,8.91,191.658,275.179,89.871,5.208,267,194
"393","2024-01-28","Shanghai","Shanghai","Municipality",31.2304,121.4737,2.5,-3,9.2,5.6,0,0,12.7,14.63,143.908,211.154,91.329,8.083,266,193
"394","2024-01-29","Shanghai","Shanghai","Municipality",31.2304,121.4737,5.5,-0.5,11.4,7.2,0.3,0.3,18,10.83,86.854,140.721,65.629,30.5,218,155
"395","2024-01-30","Shanghai","Shanghai","Municipality",31.2304,121.4737,8.9,6.7,11.9,10.2,3.2,3.2,16,3.64,52.117,80.429,48.442,28.125,172,109
"396","2024-01-31","Shanghai","Shanghai","Municipality",31.2304,121.4737,9.2,6.1,12,10.7,8.4,8.4,12.2,3.65,59.45,84.983,57.225,2.792,156,92
"397","2024-02-01","Shanghai","Shanghai","Municipality",31.2304,121.4737,7.7,5,9.4,8.1,11.4,11.4,26,2.79,35.446,54.992,38.988,24.667,153,88
"398","2024-02-02","Shanghai","Shanghai","Municipality",31.2304,121.4737,4.9,3.8,6.4,1.8,5.1,5.1,22.1,4.79,23.408,38.696,36.229,34.833,100,68
"399","2024-02-03","Shanghai","Shanghai","Municipality",31.2304,121.4737,5.6,3.7,7.7,3.7,12.8,12.8,21.5,3.05,22.633,34.517,47.342,22.625,86,62
"400","2024-02-04","Shanghai","Shanghai","Municipality",31.2304,121.4737,5.1,2.9,6.6,5.1,12.3,12.3,20.2,2.15,31.996,47.608,56.317,9.125,93,66
"401","2024-02-05","Shanghai","Shanghai","Municipality",31.2304,121.4737,2.1,0.3,4.6,-1.6,0,0,29.5,10.82,24.638,35.521,50.583,14.875,93,66
"402","2024-02-06","Shanghai","Shanghai","Municipality",31.2304,121.4737,1.6,0.3,2.6,-1,1.5,0.9,14.9,2.68,41.017,61.079,61.363,10.708,112,72
"403","2024-02-07","Shanghai","Shanghai","Municipality",31.2304,121.4737,3.2,-0.1,5.1,0.4,0.1,0.1,18.4,4.58,42.783,70.175,51.992,24.083,123,76
"404","2024-02-08","Shanghai","Shanghai","Municipality",31.2304,121.4737,2.2,-1.4,6.2,1.8,0,0,16.9,10.93,64.067,99.088,58.929,18.792,152,87
"405","2024-02-09","Shanghai","Shanghai","Municipality",31.2304,121.4737,3,-2.6,9.7,5.9,0,0,14.8,16.03,176.283,257.775,90.771,11.75,246,177
"406","2024-02-10","Shanghai","Shanghai","Municipality",31.2304,121.4737,6,0.2,13.7,9.9,0,0,17.3,16.11,146.079,215.521,94.85,13.083,255,185
"407","2024-02-11","Shanghai","Shanghai","Municipality",31.2304,121.4737,7.6,1.6,14.5,11,0.2,0.2,13.3,16.43,137.267,211.475,80.767,10.25,221,157
"408","2024-02-12","Shanghai","Shanghai","Municipality",31.2304,121.4737,8.5,3.2,14.8,10.4,0,0,25.5,16.64,73.154,124.058,60.896,30.875,212,150
"409","2024-02-13","Shanghai","Shanghai","Municipality",31.2304,121.4737,12.1,7.6,18,14.9,1.1,1.1,23.5,11.72,41.458,67.488,47.562,46.292,163,99
"410","2024-02-14","Shanghai","Shanghai","Municipality",31.2304,121.4737,15.1,8.3,23.2,23.1,0,0,12.2,15.87,70.071,105.608,75.154,21.75,159,95
"411","2024-02-15","Shanghai","Shanghai","Municipality",31.2304,121.4737,7.5,4.4,11,9.5,5.2,5.2,34.2,3.29,36.371,55.117,52.604,27.5,166,103
"412","2024-02-16","Shanghai","Shanghai","Municipality",31.2304,121.4737,4.6,1.3,8.9,6.6,0,0,15.2,16.48,30.446,48.679,47.613,31.583,102,69
"413","2024-02-17","Shanghai","Shanghai","Municipality",31.2304,121.4737,8.9,2.1,14.8,11.6,0,0,20.5,14.6,25.317,40.896,47.004,29.458,93,65
"414","2024-02-18","Shanghai","Shanghai","Municipality",31.2304,121.4737,16,11.9,22,20.5,0.1,0.1,20.9,12.2,30.896,45.296,50.479,37.958,90,64
"415","2024-02-19","Shanghai","Shanghai","Municipality",31.2304,121.4737,13.9,7.9,20.7,20.8,4.3,4.3,26.5,9.42,56.013,81.325,58.912,9.125,156,91
"416","2024-02-20","Shanghai","Shanghai","Municipality",31.2304,121.4737,8.6,8,9.7,6,3.3,3.3,24.2,3.87,19.212,31.008,32.079,35.958,150,85
"417","2024-02-21","Shanghai","Shanghai","Municipality",31.2304,121.4737,6.7,3.5,8.7,6.9,35.5,35.5,23.2,3.56,18.012,26.721,48.233,15.792,72,42
"418","2024-02-22","Shanghai","Shanghai","Municipality",31.2304,121.4737,2.9,1.3,4.4,-0.9,4.1,4.1,25.5,5.5,17.238,25.887,45.583,12.208,67,36
"419","2024-02-23","Shanghai","Shanghai","Municipality",31.2304,121.4737,2.3,0.5,4.7,0.1,2,2,22.7,6.39,23.312,34.825,45.775,13.292,76,52
"420","2024-02-24","Shanghai","Shanghai","Municipality",31.2304,121.4737,1.7,-0.3,3.3,-1.6,3.3,3.3,20.4,3.27,25.338,36.4,52.304,3.167,81,60
"421","2024-02-25","Shanghai","Shanghai","Municipality",31.2304,121.4737,1.9,-0.8,5.2,-0.5,0.1,0,25.8,10.39,34.362,52.438,47.4,19.625,95,66
"422","2024-02-26","Shanghai","Shanghai","Municipality",31.2304,121.4737,4.4,1.3,8.7,4.2,0,0,18.9,12.87,41.137,70.883,47.496,25.167,132,79
"423","2024-02-27","Shanghai","Shanghai","Municipality",31.2304,121.4737,5.3,2.2,8.8,5.1,0,0,13,13.03,40.196,67.738,54.562,22.333,114,73
"424","2024-02-28","Shanghai","Shanghai","Municipality",31.2304,121.4737,7.3,4.7,10.1,8.1,12.4,12.4,13,2.23,40.225,64.108,55.225,24.917,135,80
"425","2024-02-29","Shanghai","Shanghai","Municipality",31.2304,121.4737,6.4,5.3,8,6.8,18.9,18.9,21.3,2.02,38.679,56.671,56.171,7.333,113,73
"426","2024-03-01","Shanghai","Shanghai","Municipality",31.2304,121.4737,3.9,1.1,6.7,1.7,0,0,24.3,15.34,24.654,41.838,33.225,47.667,108,71
"427","2024-03-02","Shanghai","Shanghai","Municipality",31.2304,121.4737,3.4,-1.6,9.9,5.7,0,0,14.8,17.19,70.55,107.654,70.854,7.625,160,95
"428","2024-03-03","Shanghai","Shanghai","Municipality",31.2304,121.4737,6.7,0.5,14.2,11.9,0,0,19.4,18.92,57.971,89.333,57.696,21.333,162,98
"429","2024-03-04","Shanghai","Shanghai","Municipality",31.2304,121.4737,10.4,6,13.5,11.6,6.8,6.8,24.6,4.78,39.462,63.071,51.479,41.375,152,86
"430","2024-03-05","Shanghai","Shanghai","Municipality",31.2304,121.4737,10.9,7.7,14.8,12.7,7.5,7.5,21.6,7.03,42.825,61.496,62.287,7.25,145,83
"431","2024-03-06","Shanghai","Shanghai","Municipality",31.2304,121.4737,7.4,3.5,11,5.7,0.8,0.8,25.4,10.62,39.954,69.583,42.912,36,118,74
"432","2024-03-07","Shanghai","Shanghai","Municipality",31.2304,121.4737,6.1,1.7,11.3,8.5,0,0,12.9,19.5,54.4,83.146,61.417,19.708,143,82
"433","2024-03-08","Shanghai","Shanghai","Municipality",31.2304,121.4737,6.5,3.4,11.1,6.3,0.1,0.1,25.5,15.65,70.154,112.808,58.367,29.125,162,98
"434","2024-03-09","Shanghai","Shanghai","Municipality",31.2304,121.4737,6.1,1,11.3,9.3,0,0,13.8,19.88,76.146,126.496,59.483,32.5,173,110
"435","2024-03-10","Shanghai","Shanghai","Municipality",31.2304,121.4737,7.1,1.2,13.2,10.5,0,0,18.2,20.65,31.488,54.421,46.779,41.292,165,101
"436","2024-03-11","Shanghai","Shanghai","Municipality",31.2304,121.4737,10.4,6.6,17.3,15.2,2.9,2.9,19.1,8.99,80.692,123.163,71.242,21.958,164,100
"437","2024-03-12","Shanghai","Shanghai","Municipality",31.2304,121.4737,9.6,4,15,12.1,0,0,27.4,19.54,75.45,123.2,68.554,23.417,194,134
"438","2024-03-13","Shanghai","Shanghai","Municipality",31.2304,121.4737,7.8,1.5,14.3,11.9,0,0,18,19.79,46.308,73.233,56.533,22.125,164,100
"439","2024-03-14","Shanghai","Shanghai","Municipality",31.2304,121.4737,8.9,5.7,12.1,10.1,0,0,12.7,6.13,41.596,66.388,60.962,7.042,127,77
"440","2024-03-15","Shanghai","Shanghai","Municipality",31.2304,121.4737,12.4,7,18.9,17.2,0.3,0.3,16.6,17.94,28.879,46.708,61.712,25.083,116,74
"441","2024-03-16","Shanghai","Shanghai","Municipality",31.2304,121.4737,15.1,11.6,20.2,20.9,0.1,0.1,13,11.55,50.925,75.367,61.05,19,129,78
"442","2024-03-17","Shanghai","Shanghai","Municipality",31.2304,121.4737,10.8,7.4,14.1,15.2,0.3,0.3,24.7,5.12,39.692,61.704,49.767,23.792,157,92
"443","2024-03-18","Shanghai","Shanghai","Municipality",31.2304,121.4737,8.5,6.4,11.6,8.8,0.1,0.1,14.6,8.87,29.625,49.121,42.929,43.042,110,72
"444","2024-03-19","Shanghai","Shanghai","Municipality",31.2304,121.4737,10.5,4.9,17.8,13.9,0,0,25.7,20.91,56.171,86.375,65.896,18.125,151,85
"445","2024-03-20","Shanghai","Shanghai","Municipality",31.2304,121.4737,9.2,2.8,16.3,13.4,0,0,18,21.92,52.425,86.987,63.896,18.167,152,86
"446","2024-03-21","Shanghai","Shanghai","Municipality",31.2304,121.4737,10.9,3.9,18.5,15.8,0,0,23.9,21.38,35.167,65.958,59.158,24.542,142,82
"447","2024-03-22","Shanghai","Shanghai","Municipality",31.2304,121.4737,16.6,10.8,24.4,23.5,0,0,23.4,19.98,37.437,62.267,52.371,40.958,103,69
"448","2024-03-23","Shanghai","Shanghai","Municipality",31.2304,121.4737,17.4,14,22.7,23.3,2.5,2.5,12.5,9.69,55.971,83.662,69.75,13.292,150,85
"449","2024-03-24","Shanghai","Shanghai","Municipality",31.2304,121.4737,17.6,12.8,22.6,23.7,0.5,0.5,13.4,15.09,53.004,76.7,71.108,10.458,150,85
"450","2024-03-25","Shanghai","Shanghai","Municipality",31.2304,121.4737,16.2,10.7,26.9,26.9,1.4,1.4,27.7,14.91,37.729,54.429,64.058,3.542,144,82
"451","2024-03-26","Shanghai","Shanghai","Municipality",31.2304,121.4737,11.3,8,15,12,0,0,27.1,14.17,34.113,52.079,57.321,24.708,106,70
"452","2024-03-27","Shanghai","Shanghai","Municipality",31.2304,121.4737,10.9,6.8,15.1,12.1,5.4,5.4,23,11.31,26.942,44.704,40.088,60.083,106,70
"453","2024-03-28","Shanghai","Shanghai","Municipality",31.2304,121.4737,12.8,9.8,16.6,14.4,14.6,14.6,22.6,8.11,54.233,78.654,63.208,14.458,139,81
"454","2024-03-29","Shanghai","Shanghai","Municipality",31.2304,121.4737,17.6,9.9,26.6,25.7,0,0,19.7,22.16,57.875,86.658,77.658,26.292,158,94
"455","2024-03-30","Shanghai","Shanghai","Municipality",31.2304,121.4737,20,13.6,27.9,28.9,0,0,17.8,19.49,72.337,107.083,77.571,18.875,161,97
"456","2024-03-31","Shanghai","Shanghai","Municipality",31.2304,121.4737,13.9,11,18.5,17.7,0.2,0.2,21.5,8.64,37.442,63.4,57.717,26.125,162,98
"457","2024-04-01","Shanghai","Shanghai","Municipality",31.2304,121.4737,15.1,9.1,22.3,23.2,0,0,27.2,22.01,34.838,60.554,55.054,42.542,126,77
"458","2024-04-02","Shanghai","Shanghai","Municipality",31.2304,121.4737,18.5,15.5,22.7,25.2,25.8,25.8,30.8,9.98,27.258,39.588,51.375,34.042,99,68
"459","2024-04-03","Shanghai","Shanghai","Municipality",31.2304,121.4737,17.5,11.4,21.7,21.7,10.1,10.1,26.7,10.24,45.162,66.708,64.175,20.792,141,81
"460","2024-04-04","Shanghai","Shanghai","Municipality",31.2304,121.4737,12.5,10.6,15.5,12.9,0.2,0.2,19.5,12.12,35.558,58.879,48.117,34.292,124,76
"461","2024-04-05","Shanghai","Shanghai","Municipality",31.2304,121.4737,12.1,8.5,16.1,14.3,0.5,0.5,18.4,22.53,25.775,46.683,46.092,51.917,100,68
"462","2024-04-06","Shanghai","Shanghai","Municipality",31.2304,121.4737,13.5,11.3,17.4,16,2.4,2.4,14.5,10.17,34.767,58.917,54.217,35.583,97,67
"463","2024-04-07","Shanghai","Shanghai","Municipality",31.2304,121.4737,12.9,11,16.9,15.4,4.2,4.2,13.2,8.37,37.3,60.867,55.354,33.667,113,73
"464","2024-04-08","Shanghai","Shanghai","Municipality",31.2304,121.4737,12.2,10.2,14.1,11.9,11.7,11.7,16.8,5,41.292,73.087,55.167,41.25,111,72
"465","2024-04-09","Shanghai","Shanghai","Municipality",31.2304,121.4737,13.7,8.7,20.7,20.1,0,0,15.5,23.31,51.738,91.358,62.325,27.417,148,84
"466","2024-04-10","Shanghai","Shanghai","Municipality",31.2304,121.4737,14.3,9.4,20.3,19.9,0,0,19.4,20.67,37.979,67.492,48.538,50.25,141,81
"467","2024-04-11","Shanghai","Shanghai","Municipality",31.2304,121.4737,16.6,12.6,22.7,23.3,3,3,15.1,15.42,30.308,49.904,58.625,36,106,70
"468","2024-04-12","Shanghai","Shanghai","Municipality",31.2304,121.4737,16.3,14.6,18.3,18.5,9.4,9.4,17.6,6.63,20.071,30.033,64.446,29,90,64
"469","2024-04-13","Shanghai","Shanghai","Municipality",31.2304,121.4737,16.3,14.5,19.7,19.6,0,0,18.4,11.66,17.658,26.483,51.254,43,74,47
"470","2024-04-14","Shanghai","Shanghai","Municipality",31.2304,121.4737,17.9,15.1,22.6,23.4,13.4,13.4,21.3,10.36,21.325,30.917,55.613,23.25,71,40
"471","2024-04-15","Shanghai","Shanghai","Municipality",31.2304,121.4737,19.3,14.4,25,27.5,0,0,17.7,21.85,50.988,74.112,70.121,15.25,141,82
"472","2024-04-16","Shanghai","Shanghai","Municipality",31.2304,121.4737,17.4,14.3,23.6,26.1,0,0,17.1,16.44,26.025,39.85,59.717,35.708,139,81
"473","2024-04-17","Shanghai","Shanghai","Municipality",31.2304,121.4737,13.7,11,15.1,14.8,21.3,21.3,21.3,3.2,32.613,51.421,43.075,55.333,92,65
"474","2024-04-18","Shanghai","Shanghai","Municipality",31.2304,121.4737,13.6,7.7,20.2,20,0,0,11.6,24.8,56.208,87.983,59.667,21.5,151,85
"475","2024-04-19","Shanghai","Shanghai","Municipality",31.2304,121.4737,14.9,10.3,19.5,15.9,26.8,26.8,27.5,12.09,40.929,68.05,50.054,38.417,151,85
"476","2024-04-20","Shanghai","Shanghai","Municipality",31.2304,121.4737,18.5,14.3,21.3,20,1.3,1.3,25.7,14.33,30.471,43.979,56.692,28.417,114,73
"477","2024-04-21","Shanghai","Shanghai","Municipality",31.2304,121.4737,15.9,13.4,19.4,19,3.8,3.8,14.4,12.11,33.525,49.942,68.442,17.208,95,66
"478","2024-04-22","Shanghai","Shanghai","Municipality",31.2304,121.4737,15.6,13.5,19.5,19.5,1.4,1.4,10.8,11.65,26.367,40.512,54.267,38.792,101,69
"479","2024-04-23","Shanghai","Shanghai","Municipality",31.2304,121.4737,16.2,13.5,21.1,22.3,5.3,5.3,9.5,12.24,55.233,82.954,63.329,21.625,133,79
"480","2024-04-24","Shanghai","Shanghai","Municipality",31.2304,121.4737,18.5,12.8,24.4,23.7,0,0,14.2,24.57,69.108,108.242,77.383,24.833,177,114
"481","2024-04-25","Shanghai","Shanghai","Municipality",31.2304,121.4737,17.4,14,22.6,19.5,0.6,0.6,21.1,15.84,27.904,48.704,53.917,44.083,160,95
"482","2024-04-26","Shanghai","Shanghai","Municipality",31.2304,121.4737,16.6,13.3,20.3,19.9,0.3,0.3,18.6,13.6,25.771,42.679,31.763,83.875,86,62
"483","2024-04-27","Shanghai","Shanghai","Municipality",31.2304,121.4737,17.9,15.4,22.6,23.2,0.8,0.8,17.8,14.57,20.221,33.338,40.733,68.458,82,61
"484","2024-04-28","Shanghai","Shanghai","Municipality",31.2304,121.4737,18,15.3,20.8,21.7,1,1,18.9,6.57,19.813,29.104,45.458,42.708,71,41
"485","2024-04-29","Shanghai","Shanghai","Municipality",31.2304,121.4737,18.7,14.3,23.3,23,1.2,1.2,20,15.38,33.858,50.246,65.733,23.083,99,68
"486","2024-04-30","Shanghai","Shanghai","Municipality",31.2304,121.4737,14.3,12.6,16.2,14.7,9.6,9.6,24.9,4.56,29.871,50.988,50.054,38.708,97,67
"487","2024-05-01","Shanghai","Shanghai","Municipality",31.2304,121.4737,15,12,20.2,17.9,2.6,2.6,17.3,18.26,39.854,64.938,57.317,32.792,109,71
