"","X","sale_id","pinx","sale_date","sale_price","sale_nbr","sale_warning","join_status","join_year","latitude","longitude","area","city","zoning","subdivision","present_use","land_val","imp_val","year_built","year_reno","sqft_lot","sqft","sqft_1","sqft_fbsmt","grade","fbsmt_grade","condition","stories","beds","bath_full","bath_3qtr","bath_half","garb_sqft","gara_sqft","wfnt","golf","greenbelt","noise_traffic","view_rainier","view_olympics","view_cascades","view_territorial","view_skyline","view_sound","view_lakewash","view_lakesamm","view_otherwater","view_other","submarket"
"666",16107,"2022..22659","..7234601456",2022-07-20,1100000,7,"   ","rebuilt - before",1999,47.6117517541119,-122.308481844116,15,"SEATTLE","L-3","RENTONS ADD",6,54000,69000,1900,0,3444,1600,880,0,7,0,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"D"
"667",16108,"2022..22674","..5316100430",2022-07-20,4670000,3,"   ","rebuilt - before",1999,47.6306923001132,-122.285046391003,14,"SEATTLE","SF 7200","MC GILVRAS J J 2ND ADD",2,245000,459000,1918,0,10800,2960,1980,0,9,0,4,2,4,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"D"
"668",16109,"2022..22695","..1926049377",2022-07-15,1140000,5,"   ","rebuilt - before",1999,47.7334819855798,-122.350098147148,6,"SEATTLE","SF 7200",NA,2,74000,110000,1940,0,13905,2370,940,940,6,5,3,1.5,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B"
"669",16110,"2022..22743","..1250202765",2022-07-27,2425000,4,"   ","rebuilt - before",1999,47.5938742072174,-122.289600056072,14,"SEATTLE","SF 5000","BURKES 2ND ADD",2,120000,139000,1943,0,3927,1130,790,0,7,0,4,2,2,1,0,1,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,"D"
"670",16111,"2022..22763","..2516000250",2022-07-13,1228000,3,"   ","rebuilt - before",1999,47.6584942251056,-122.363662814369,42,"SEATTLE","L-1","FERN ADD",2,74000,111000,1923,0,5000,1090,1090,0,7,0,4,1,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,"B"
"671",16112,"2022..22781","..4122500115",2022-07-18,8750000,3,"   ","rebuilt - before",1999,47.6409735518954,-122.208964734121,33,"BELLEVUE","R-2.5","LAKE WN SPRINGHILLS DIV NO. 03",2,290000,163000,1959,0,18760,2760,1740,1020,8,6,3,1,4,1,1,1,0,480,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"S"
"672",16113,"2022..22968","..6840700675",2022-07-20,2350000,4,"   ","rebuilt - before",1999,47.6064018797737,-122.294015979993,15,"SEATTLE","SF 5000","PONCIN GAMMA ADD",2,72000,90900,1983,0,12650,2810,2410,400,7,7,3,1,5,1,0,1,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D"
"673",16114,"2022..23013","..2968801105",2022-07-20,975000,3,"   ","rebuilt - before",1999,47.4571622136943,-122.350842929469,23,"BURIEN","R-6","GUNTHERS HIGHLAND VIEW TRS",2,55000,71000,1955,0,8100,950,950,0,6,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"G"
"674",16115,"2022..23022","..0825059174",2022-07-19,6790000,2,"   ","rebuilt - before",1999,47.666958855049,-122.206975913221,33,"KIRKLAND","WD I",NA,2,547000,299000,1951,1992,3670,2740,1060,1200,11,11,3,2,3,2,0,1,0,570,6,0,0,2,0,0,0,2,0,0,4,0,0,0,"S"
"675",16116,"2022..23026","..2122059102",2022-07-19,700000,3,"   ","rebuilt - before",1999,47.3859684170119,-122.168430985513,61,"KENT","R18P",NA,6,13700,58000,1911,0,97574,2240,880,1020,5,5,3,1.5,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"L"
"676",16117,"2022..23041","..4305700025",2022-07-27,2295000,5,"   ","rebuilt - before",1999,47.6853061644045,-122.371989643474,82,"SEATTLE","SF 5000","LIBERTY HOME ADD",2,75000,78000,1920,1994,4830,930,930,0,6,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B"
"677",16118,"2022..23135","..9533600105",2022-07-19,3500000,3,"   ","rebuilt - before",1999,47.62859959613,-122.206145912626,33,"BELLEVUE","R-4","WOODMERE ADD NO. 02",2,150000,83000,1953,0,10200,1420,1420,0,7,0,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"S"
"678",16119,"2022..23158","..9274204270",2022-07-22,1850000,3,"   ","rebuilt - before",1999,47.586407023546,-122.38432864851,16,"SEATTLE","SF 5000","WEST SEATTLE L&I CO 2ND PLAT OF B 23-61",2,130000,119000,1910,1947,6250,2140,1090,0,7,0,3,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F"
"679",16120,"2022..23211","..5649600452",2022-07-20,825000,3,"   ","rebuilt - before",1999,47.5536936845681,-122.282038615986,21,"SEATTLE","L-1","MORNINGSIDE ACRE TRACTS",2,38000,46000,1942,0,5640,580,580,0,5,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"E"
"680",16121,"2022..23226","..4302700200",2022-07-29,925000,4,"   ","rebuilt - before",1999,47.52891556377,-122.358138288091,77,"SEATTLE","SF 5000","LIBERTY DIV 02 ADD",2,47000,74000,1928,0,10320,1000,1000,0,7,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F"
"681",16122,"2022..23229","..3900100185",2022-07-26,2600000,3,"   ","rebuilt - before",1999,47.6791503532559,-122.205441102781,74,"KIRKLAND","PLA 7 B","KIRKLAND TERRACE ADD",6,100000,65000,1918,0,5100,780,780,0,5,0,5,1,2,1,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Q"
"682",16123,"2022..23358","..2025069038",2022-07-18,5600000,2," 15 ","rebuilt - before",1999,47.638981411717,-122.074518799099,35,"KING COUNTY","R4P",NA,2,250000,101000,1961,0,322344,1580,1580,0,7,0,3,1,3,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,"O"
"683",16124,"2022..23419","..4097100025",2022-07-28,12000000,2,"   ","rebuilt - before",1999,47.5466709251282,-122.236336162892,34,"MERCER ISLAND","R-12","LAKE VIEW HIGHLANDS WATERFRONT TR",2,997000,110000,1949,0,19890,2550,1380,1170,8,7,3,1,3,1,2,0,0,0,6,0,0,0,0,0,0,4,0,0,4,0,0,0,"S"
"684",16125,"2022..23552","..2330000065",2022-07-31,2803000,4,"   ","rebuilt - before",1999,47.6104731245798,-122.168526140945,67,"BELLEVUE","R-3.5","EMERALD HILLS ADD",2,117000,121000,1957,0,10250,1840,1840,0,8,0,4,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"R"
"685",16126,"2022..23563","..1138010060",2022-07-22,2177000,2,"   ","rebuilt - before",1999,47.7153962653943,-122.209275892121,37,"KIRKLAND","RSX7.2","BROOKHAVEN NO. 02",2,71000,99000,1974,0,4750,1040,1040,0,6,0,3,1,3,1,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Q"
"686",16127,"2022..23608","..3438500318",2022-07-28,1225000,3,"   ","rebuilt - before",1999,47.5540434359842,-122.360352298146,18,"SEATTLE","SF 5000","HOMECROFT ADD",2,16000,37700,1928,0,4000,470,470,0,4,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F"
"687",16128,"2022..23610","..3262300775",2022-07-25,5588000,3,"   ","rebuilt - before",1999,47.6345341914026,-122.236339326667,33,"MEDINA","R16","HERRONS ADD",2,243000,28000,1950,0,16200,1920,1920,0,7,0,3,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"S"
"688",16129,"2022..23637","..7689600235",2022-07-27,925000,3,"   ","rebuilt - before",1999,47.4890041283388,-122.247936232021,25,"KING COUNTY","R6P","SEELYE ADD",2,45000,45000,1943,0,11400,700,700,0,6,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J"
"689",16130,"2022..23641","..9550202080",2022-08-02,2125000,2,"   ","rebuilt - before",1999,47.6682735182464,-122.332295728531,43,"SEATTLE","SF 5000","WOODS SOUTH DIV OF GREEN LAKE ADD",2,110000,131000,1910,1969,7500,1260,1260,0,7,0,3,1,2,1,0,0,0,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B"
"690",16131,"2022..23676","..1123049124",2022-08-02,780000,6,"   ","rebuilt - before",1999,47.4905217059752,-122.254053630104,25,"KING COUNTY","R8P",NA,2,44000,103000,1986,0,7245,1360,1360,0,7,0,3,1,2,1,1,0,0,620,0,0,0,2,0,0,0,2,0,0,0,0,0,0,"J"
"691",16132,"2022..23826","..5739600635",2022-07-30,5000000,3,"   ","rebuilt - before",1999,47.6017645328227,-122.203885754327,33,"BELLEVUE","R-3.5","MYERS C R 1ST ADD TO MOORLAND",2,150000,70000,1968,0,11000,1570,1570,0,7,0,2,1,4,1,1,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"S"
"692",16133,"2022..23848","..7849700140",2022-07-19,1075000,4,"   ","rebuilt - before",1999,47.5277728448704,-121.826908945315,75,"SNOQUALMIE","RB","SNOQUALMIE FALLS REPLAT BLK 29-31",2,69000,29000,1931,0,7200,600,600,0,3,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"693",16134,"2022..23925","..2768301525",2022-08-04,925000,5,"   ","rebuilt - before",1999,47.6655032938945,-122.36931117833,82,"SEATTLE","L-1","GILMAN PARK ADD BLKS 132 THRU 179",2,50400,57000,1911,0,3750,770,770,0,7,0,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B"
"694",16135,"2022..23938","..0040000698",2022-07-27,810000,3,"   ","rebuilt - before",1999,47.4710573626822,-122.275533943802,24,"TUKWILA","R1 7.2","ADAMS HOME TRS",2,45000,17000,1946,0,11214,490,490,0,4,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J"
"695",16136,"2022..24044","..2525049247",2022-08-04,5800000,2,"   ","rebuilt - before",1999,47.6185501317889,-122.232899631947,33,"MEDINA","R16",NA,2,330000,184000,1976,0,17820,2410,1450,0,8,0,3,2,3,1,1,1,0,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"S"
"696",16137,"2022..24074","..9822700325",2022-07-25,3100000,2,"   ","rebuilt - before",1999,47.6596436887073,-122.289051110601,10,"SEATTLE","SF 5000","YESLER TOWN OF ADD",2,150000,169000,1910,0,5000,1580,1100,0,7,0,5,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C"
"697",16138,"2022..24084","..2827100075",2022-07-29,599900,7,"   ","rebuilt - before",1999,47.7347049539047,-122.347455237427,2,"SHORELINE","R48","GOLF CLUB ACRES",2,72000,36000,1939,0,4870,800,800,0,7,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A"
"698",16139,"2022..24197","..3307700355",2022-05-23,3825000,2," 40 ","rebuilt - before",1999,47.5913120112501,-122.24352010575,34,"MERCER ISLAND","R-9.6","HIGHPARK ADD",2,288000,107000,1945,0,8834,1760,920,840,6,4,4,1,4,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,"S"
"699",16140,"2022..24242","..2767704675",2022-08-11,865000,4,"   ","rebuilt - before",1999,47.6725858476486,-122.374494483312,82,"SEATTLE","L-3","GILMAN PARK ADD BLKS 050 THRU 94",2,111000,51000,1906,0,5000,960,960,0,7,0,3,1,2,1,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B"
"700",16141,"2022..24270","..6807000075",2022-08-08,1275000,4,"   ","rebuilt - before",1999,47.3689368610201,-122.054101048839,56,"MAPLE VALLEY","R6P","PIPE LAKE & LAKE LUCERNE ADD",2,50000,16000,1927,0,13622,570,570,0,4,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"M"
"701",16142,"2022..24276","..7796000150",2022-08-03,10840000,2,"   ","rebuilt - before",1999,47.6627703517849,-122.169991689683,67,"KIRKLAND","RSX35","SILVER SPURS RANCH ADD",2,183000,145000,1963,0,32781,1920,1920,0,8,0,4,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"R"
"702",16143,"2022..24326","..1720800170",2022-08-09,3250000,5,"   ","rebuilt - before",1999,47.6698019917847,-122.202623920056,74,"KIRKLAND","RM3.6","COMMERCIAL ADD TO KIRKLAND",2,113000,82000,1949,0,5700,620,620,0,6,0,4,1,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,"Q"
"703",16144,"2022..24344","..9276200750",2022-07-12,1575000,2,"   ","rebuilt - before",1999,47.5804936208463,-122.392241668244,48,"SEATTLE","SF 5000","WEST SEATTLE L&I CO 4TH PLAT OF",2,101000,56000,1910,0,5000,1060,1060,0,7,0,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F"
"704",16145,"2022..24377","..2770600600",2022-08-05,1822625,5,"   ","rebuilt - before",1999,47.6494431140299,-122.387024703341,11,"SEATTLE","SF 5000","GILMANS ADD BLKS 01 THRU 87",2,109000,119000,1942,0,10500,1170,1170,0,7,0,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"D"
"705",16146,"2022..24392","..6909200425",2022-08-10,2000000,4,"   ","rebuilt - before",1999,47.5905142087815,-122.292722572216,15,"SEATTLE","NC1-30","PROSPECT TERRACE ADD",2,73000,87000,1900,0,7500,1420,820,0,7,0,3,1.5,3,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,"D"
"706",16147,"2022..24460","..6151800215",2022-08-01,1825000,2,"   ","rebuilt - before",1999,47.341656941823,-122.050580509345,57,"BLACK DIAMOND","R4P","NORTH SHORE OF LAKE SAWYER ADD",2,187000,8000,1928,0,28000,870,870,0,4,0,3,1,2,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,"M"
"707",16148,"2022..24510","..3874900095",2022-08-03,1449000,3,"   ","rebuilt - before",1999,47.5461914438093,-122.377375760501,76,"SEATTLE","SF 5000","KINGSBURY HEIGHTS ADD",2,89000,53000,1919,0,7774,700,700,0,6,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F"
"708",16149,"2022..24514","..3332000685",2022-08-12,1125000,2,"   ","rebuilt - before",1999,47.549929953099,-122.274536152801,81,"SEATTLE","SF 5000","HILLMAN CITY DIV NO. 04",2,39000,72000,1918,0,6174,970,570,0,6,0,3,1.5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"E"
"709",16150,"2022..24554","..9209900670",2022-08-13,2250000,4,"   ","rebuilt - before",1999,47.6215348910882,-122.293501584572,15,"SEATTLE","SF 5000","WEBSTERS MADISON ST ADD",2,47000,82100,1905,0,8480,1240,1240,0,7,0,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D"
"710",16151,"2022..24720","..3856903135",2022-08-08,2600000,3,"   ","rebuilt - before",1999,47.670368992695,-122.329106698448,43,"SEATTLE","SF 5000","KILBOURNES DIV OF GREEN LAKE ADD",2,81000,125000,1924,0,4000,900,900,0,6,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B"
"711",16152,"2022..24749","..8118600400",2022-08-13,1570000,4,"   ","rebuilt - before",1999,47.5092936410731,-122.381927177989,17,"SEATTLE","SF 7200","SUNNYWOOD ADD",2,73600,44600,1910,0,17880,750,750,0,5,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F"
"712",16153,"2022..24876","..1772600245",2022-08-11,920000,3,"   ","rebuilt - before",1999,47.5565749883247,-122.365180883506,18,"SEATTLE","SF 5000","COTTAGE GROVE",2,36000,181000,1918,0,4800,780,540,0,6,0,3,1.5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F"
"713",16154,"2022..24894","..3886902425",2022-08-04,3795000,2,"   ","rebuilt - before",1999,47.6831544237928,-122.188575701025,74,"KIRKLAND","RS8.5","KIRKLAND SUPL PLAT",2,113000,89000,1952,0,7200,1330,1000,330,6,2,3,1,3,1,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Q"
"714",16155,"2022..24971","..0424049030",2022-08-08,1700000,6,"   ","rebuilt - before",1999,47.5943580139473,-122.293052816131,15,"SEATTLE","SF 5000",NA,2,67000,76000,1920,0,3225,1140,800,0,7,0,3,1.5,3,1,0,0,200,0,0,0,0,2,0,0,2,2,0,0,2,0,0,0,"D"
"715",16156,"2022..25008","..8901001140",2022-08-12,1848000,3,"   ","rebuilt - before",1999,47.7115172873617,-122.306802999779,8,"SEATTLE","SF 7200","VICTORY HEIGHTS ADD",2,88000,101000,1944,0,15000,1750,1430,320,7,4,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C"
"716",16157,"2022..25118","..4019301125",2022-08-01,1650000,1,"   ","rebuilt - before",1999,47.759729825598,-122.272110630973,4,"LAKE FOREST PARK","RS 20000","LAKE FOREST PARK ADD",2,119000,98000,1936,0,18040,1470,1130,340,7,6,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"A"
"717",16158,"2022..25122","..1563100355",2022-08-17,2995000,3,"   ","rebuilt - before",1999,47.5652015727729,-122.408022548953,16,"SEATTLE","L-2","CHILBERGS ADD TO W S",2,285000,17700,1911,0,4300,1240,810,430,6,3,2,1.5,1,1,0,0,0,0,3,0,0,2,0,4,0,4,0,4,0,0,0,0,"F"
"718",16159,"2022..25367","..2591000070",2022-08-12,1730000,5,"   ","rebuilt - before",1999,47.6956397486227,-122.185710032656,74,"KIRKLAND","RS8.5","FORBES CREEK",2,91000,205000,1998,0,10010,2790,1390,0,9,0,3,2,3,2,0,1,0,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Q"
"719",16160,"2022..25369","..4097100010",2022-08-19,7745000,1,"   ","rebuilt - before",1999,47.5462342744464,-122.236455136239,34,"MERCER ISLAND","R-12","LAKE VIEW HIGHLANDS WATERFRONT TR",2,971000,126000,1930,1949,21100,3260,2340,920,8,8,2,1,4,1,2,0,0,0,6,0,0,0,0,0,0,4,0,0,4,0,0,0,"S"
"720",16161,"2022..25465","..8121100685",2022-08-12,2250000,3,"   ","rebuilt - before",1999,47.5693006331134,-122.282132666782,81,"SEATTLE","SF 5000","SUNRISE ADD",2,110000,126000,1952,0,4944,1870,970,900,7,7,3,1,3,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,"E"
"721",16162,"2022..25512","..0458000130",2022-08-16,820000,2,"   ","rebuilt - before",1999,47.6874051410874,-122.375833642511,82,"SEATTLE","SF 5000","BALLARD HEIGHTS",2,93000,118000,1941,0,7560,1440,1040,400,7,7,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B"
"722",16163,"2022..25610","..1370802190",2022-08-16,6200000,2,"   ","rebuilt - before",1999,47.6404360278638,-122.405829810141,11,"SEATTLE","SF 5000","CARLETON PARK",2,346000,214000,1939,0,5000,3080,1200,810,9,6,3,1.5,4,1,1,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,"D"
"723",16164,"2022..25644","..3692900105",2022-08-22,1878000,5,"   ","rebuilt - before",1999,47.6782202736097,-122.297721636219,45,"SEATTLE","SF 5000","JENNINGS A C RAVENNA PARK ADD",2,93000,33000,1910,0,4500,960,670,290,5,5,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C"
"724",16165,"2022..25857","..0837010030",2022-08-17,1480000,3,"   ","rebuilt - before",1999,47.7358205674745,-122.245339144065,37,"KENMORE","R6P","BIXBY KNOLL DIV NO. 02",2,77000,152000,1983,0,7700,2890,870,870,7,7,3,2,4,1,1,1,0,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Q"
"725",16166,"2022..25920","..3359500015",2022-08-16,850000,3,"   ","rebuilt - before",1999,47.6756473467301,-122.323185334824,43,"SEATTLE","L-2","HILLMANS DIV OF GREEN LAKE ADD",6,178500,4000,1908,0,5100,800,800,0,4,0,1,1,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"B"
"726",16167,"2022..25968","..1257200805",2022-08-19,3100000,4,"   ","rebuilt - before",1999,47.6753277354021,-122.328481039539,43,"SEATTLE","SF 5000","BURNS & ATKINSONS ADD",2,92000,100000,1951,0,4950,1000,1000,0,7,0,4,1,2,1,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B"
"727",16168,"2022..26064","..2826049095",2022-08-17,1495000,5,"   ","rebuilt - before",1999,47.7177245624114,-122.306859106476,8,"SEATTLE","SF 7200",NA,2,46500,48900,1938,0,9600,700,700,0,5,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C"
"728",16169,"2022..26084","..3982703011",2022-08-24,2300000,3,"   ","rebuilt - before",1999,47.6857127479488,-122.196924752141,74,"KIRKLAND","RS7.2","LAKE AVENUE ADD TO KIRKLAND",2,86000,66000,1950,0,6000,620,620,0,5,0,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Q"
"729",16170,"2022..26155","..2391600895",2022-08-10,1425000,3,"   ","rebuilt - before",1999,47.5639847304525,-122.397139634675,48,"SEATTLE","SF 5000","EUCLID ADD TO W S",2,72000,75000,1952,0,4830,780,780,0,7,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F"
"730",16171,"2022..26230","..3987700115",2022-08-22,1799950,4,"   ","rebuilt - before",1999,47.5336213338426,-122.167645953561,64,"NEWCASTLE","R-6-P","LAKE BOREN SUBDIV",2,112000,83000,1943,0,9299,1640,710,770,7,5,3,1.5,4,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,"R"
"731",16172,"2022..26252","..6096000090",2022-08-17,1185000,4,"   ","rebuilt - before",1999,47.6316032771485,-122.346838963693,12,"SEATTLE","L-3","NOB HILL ADD",6,140000,86000,1928,0,3200,1160,780,0,7,0,3,1.5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D"
"732",16173,"2022..26471","..9528102996",2022-08-17,800000,6,"   ","rebuilt - before",1999,47.6764178714098,-122.319579578004,44,"SEATTLE","L-1","WOODLAWN ADD TO GREEN LAKE",2,79000,85000,1919,0,4500,1900,1260,640,7,6,4,1,3,1,0,0,180,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"C"
"733",16174,"2022..26569","..0510002410",2022-08-22,700000,1,"   ","rebuilt - before",1999,47.6607393395702,-122.33291875453,9,"SEATTLE","L-2","BALTIMORE THE ADD",6,90000,90000,1912,0,5700,1400,1050,350,7,5,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B"
"734",16175,"2022..26709","..3188100175",2022-08-22,1565000,2,"   ","rebuilt - before",1999,47.6879232115165,-122.305358712302,44,"SEATTLE","SF 5000","HAYES PARK NO. 02",2,97000,95000,1942,0,6003,850,850,0,7,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C"
"735",16176,"2022..26739","..3758900135",2022-08-31,2450000,3,"   ","rebuilt - before",1999,47.7000258717048,-122.203636482713,74,"KIRKLAND","RS8.5","JUANITA PARK TRACTS",2,122000,201000,1952,0,37125,2090,1520,0,7,0,3,2,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Q"
"736",16177,"2022..26740","..2810100250",2022-08-23,875000,4,"   ","rebuilt - before",1999,47.5418327781332,-122.387612569959,16,"SEATTLE","L-2","GLENWOOD PARK NO. 02",2,61000,107000,1914,0,3838,1300,1180,120,7,6,4,1,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"F"
"737",16178,"2022..26781","..3343300981",2022-08-23,2265000,6,"   ","rebuilt - before",1999,47.5454876047086,-122.192515853767,64,"NEWCASTLE","RS9600","HILLMANS LAKE WASH GARDEN OF EDEN NO. 03",2,72000,66000,1946,0,14473,800,800,0,6,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"R"
"738",16179,"2022..26782","..3343300981",2022-08-25,2265000,7,"   ","rebuilt - before",1999,47.5454876047086,-122.192515853767,64,"NEWCASTLE","RS9600","HILLMANS LAKE WASH GARDEN OF EDEN NO. 03",2,72000,66000,1946,0,14473,800,800,0,6,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"R"
"739",16180,"2022..26791","..1236500035",2022-08-26,1994850,5,"   ","rebuilt - before",1999,47.6859679125157,-122.186668866531,74,"KIRKLAND","RS8.5","BURKE-FARRARS KIRKLAND DIV NO. 10 SUPL",2,100000,42000,1913,0,8000,510,510,0,5,0,3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Q"
"740",16181,"2022..26824","..6743700370",2022-08-25,2426000,3,"   ","rebuilt - before",1999,47.6958601404601,-122.170662894348,74,"KIRKLAND","CHECK WITH JURIS.","PETTITS H C ALDER GROVE KIRKLAND",2,89000,137000,1967,0,13200,1770,1460,310,8,6,3,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Q"
"741",16182,"2022..26943","..3860900003",2022-08-22,2495000,6,"   ","rebuilt - before",1999,47.5930361082436,-122.1972145359,33,"BELLEVUE","R-3.5","KILLARNEY NO. 03",2,155000,30000,1952,0,7210,1010,1010,0,7,0,3,1,2,1,0,0,0,410,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"S"
"742",16183,"2022..26944","..3860900003",2022-08-22,2495000,7,"   ","rebuilt - before",1999,47.5930361082436,-122.1972145359,33,"BELLEVUE","R-3.5","KILLARNEY NO. 03",2,155000,30000,1952,0,7210,1010,1010,0,7,0,3,1,2,1,0,0,0,410,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"S"
"743",16184,"2022..26996","..1689401435",2022-08-30,1440000,3,"   ","rebuilt - before",1999,47.632699487092,-122.346796016797,12,"SEATTLE","LDT","COLLINS ADD",6,163000,91000,1928,0,5947,1390,1050,340,7,7,3,1,2,1,1,0,220,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,"D"
"744",16185,"2022..27015","..1232000970",2022-08-29,1825000,5,"   ","rebuilt - before",1999,47.6859837456452,-122.378183378319,19,"SEATTLE","SF 5000","BURKE & FARRARS 5TH ADD",2,60500,106300,1910,0,7200,1660,1110,190,7,5,3,1.5,5,1,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B"
"745",16186,"2022..27217","..3797001796",2022-08-29,2080000,3,"   ","rebuilt - before",1999,47.6842449637938,-122.348417683671,42,"SEATTLE","SF 5000","KAUFMANS ADD TO GREEN LAKE CIRCLE",2,147000,95000,1906,0,7500,1810,1110,0,7,0,3,1.5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B"
